event,date,round,black,white,result,moves
BRAOnline,2020.05.21,2,BandeiraLorenaSilva,GarciaLeandro,44-20,d3e3f4c5c4c3d6d7c6c7b4a3f2b5d2d1b6b7c2c1b3f3e2g5a4a5e6e7a8g1f6g6b8c8a7a6b2a1f5g4g3h3f1e1d8e8f8f7g8g2h1h2a2b1h4h5h7g7
BRAOnline,2020.05.20,2,BalbinotMirtes,CorreiaVitorPaie,28-36,f5f6f7f4f3e3c4c5d6e6c6b6e7f8c7d7d3b5b7e2d2a8a6a7b8c8d8e8b4c3c2a5a4d1f2g8g7g4h4a3g5e1b3f1g2a2b2g3g1h8g6h7h6h5h3h2c1b1
BRAOnline,2020.05.21,2,PiodeAraujoVictor,OliveiraGabrielEduardo,22-42,f5f4c3f6e3d2g5h4f3g3e1c1e2f2h6d3f1b3c4c5f7e7b5b4a5a4a3a6a7c2c6g4d7d8h5h7h2f8d1g1g2h1g7h8e6h3g6d6e8c7c8b6g8b8b7a8a2b2
BRAOnline,2020.05.19,2,PaieCorreiaRenato,MarianoNetoMiguelMessias,54-10,c4c3d3e3f3g3f6c5c2d2b5d6c7e6f4f5g6c1g4h7g5h5h6a5h8g7h4h3f2e2g8g2h2c6b6f7h1a6f8c8e7e8d1e1g1d8f1d7b8b1b2a1b4b3a2a3a4a7
BRAOnline,2020.05.15,2,MrotskoskiKarineLuiz,PiodeAraujoEduardo,45-19,e6d6c3f5f6d3c5g6e3c2c1b5f4f3d2b3a4e1e2f1f2a3f7g3c4a5c6b4a6d1g5g4h4b6e7h5h3d8e8b1d7a7c7c8h6h2h1g2g1g8f8h7h8g7b7b8a8b2
BRAOnline,2020.05.21,2,GarciaLeandro,BandeiraLorenaSilva,44-20,d3e3f4c5c4c3d6d7c6c7b4a3f2b5d2d1b6b7c2c1b3f3e2g5a4a5e6e7a8g1f6g6b8c8a7a6b2a1f5g4g3h3f1e1d8e8f8f7g8g2h1h2a2b1h4h5h7g7
BRAOnline,2020.05.26,2,SimoesMarceloJose,DairokunoMitsuru,8-56,f5d6c4d3c5f4f3e3c3c6c7f6e6b6e7c8b5a4f7b4a5a6d7d8b3a3b7a7e2e1g6h6a8c2g5g4b8e8a2b2a1b1c1d2d1g7f8g8h8h7h5h4h3g3f1h2g2g1
BRAOnline,2020.05.26,2,NeryJrJoseAntonio,FritschLauraNagy,33-31,f5f6c4c3d3e3f2d6e2d2c1f4b4b5b6a6c5c6a5f3e6a4a3c2d7c8e7b3d8f7a7e8f8g4h5h3g5g3h4h6c7g6b8f1g2e1g8h2h1g1d1b1h7b2g7h8a1a8
BRAOnline,2020.05.26,2,VieiraJrPaulinoAcacio,MillnitzCarlosAlberto,3-57,e6f6f5d6c5e3d3g5f3b5c6c4c3b4a5a3b6b3g6f4h4a7g3c7b8d8a6a4a2a1c8a8b7d7c2b2b1d2e1d1c1e2f2e7e8f8f7g7g8h8h7h6g4h3
BRAOnline,2020.05.26,2,SilveiraLuiz,dePaulaYuriAntonio,30-34,d3c5d6e3f4c6c4c3b5b6b4a4a5a6b3a3f2e6d2f5g6g5g4g3f6f7e7h4c7f3e2c1h3h2d1e8c2d7c8d8f8h5b1h6g7f1b8e1g1h8h7g8b7b2g2a8h1a7
BRAOnline,2020.05.26,2,PerezRafael,LabancaThiagoLohan,63-1,f5f4e3d6f3e2d2c2d3f2e6f6e1c3c4b3d1c5a3a2a1b2a4b4b5b6a5f1b1c1g1c6a6a7c7d7d8e7e8g2g3h3h2h1h4g4g5g6f7g8g7h8h7f8h5b8b7a8
BRAOnline,2020.05.26,2,CidLucasMachado,MagalhaesOtavioLuciano,61-0,e6f4d3c4c3d6e3f6b5d2f3f5c5a5g4g5e2e1f2h4c1g3d1b1g1c2h6g6h5g2h3h2h1c7c6b3a4f1b2a1c8a2a3b4a6h7g7h8e7d8g8f7f8e8b8d7
BRAOnline,2020.05.26,2,SouzaDavi,TeixeiraKauanaAguiar,1-0,c4c3d3c5b4e3d6c6f4f3e6a3b5a4b6f6f5g5g4h4h3g3h5g6a5a6h2h6h7g7h8f7e8g8f8g2e7c7c2c1e2f2b8d7h1d2f1g1b7c8d8e1
BRAOnline,2020.05.26,2,CorreiaJrMoises,deCamargoLucas,19-45,d3c3c4c5d6f4f5d2g4d7c2e3b4b5f2f3b6c6e6a3d1e2a5b3d8c1f1e1b1a4a2g5h6h4g6h5h3g3f6a6a7e7e8c7c8f8g8f7h2g2h1g1g7a1b2a8b7b8
BRAOnline,2020.05.26,2,TakemotoJun,FritschEvans,54-10,e6f6f5d6c5e3d3f4f3b4b5c4c6c2a3e2b3a5b6c3e7d7d2c1f2f8f1e1g5h6g4g6h5h4h3g3h7a4h2a2d1g1a6a7c7c8f7g8b7g7g2b8a8a1b1b2h1d8
BRAOnline,2020.05.26,2,MarquesAndradeBrenda,MardenGabriel,0-1,e6d6c6f6c4c5g7f5f4g5g6h8h5h6f7g8f8e8b4e7d8d7c7c8h7f3d3g4h3h4g3e3g2h2f2c2c3d2e1h1e2g1b1b8b6d1f1a4a5a6
BRAOnline,2020.05.26,2,SalcedoSalasJairo,SilvaEmanuelVitor,5-59,d3c3c4e3d2c5f3c2d6f2f4d1b5e2b4g3b1a6b3a5f1a4h3c6b6a7a2e1c1c7c8d7e7f8e6d8b7g4h5b8f5h4g5a8e8a3g8h8f7f6a1g7g6h6h7g2h2g1
BRAOnline,2020.05.26,2,AlvesAdegar,MoralesGamboaRafael,30-34,d3c3c4c5b4e3c2b5c6a4f2b3d2c1a6d6a5a3a2c7b6e1d1f3f1g1b2a1b1a7e2h1g4f4f6e6d7e8g5f5g6e7f7f8c8h4h6d8g8b7h3h5g7h2g2h8g3h7
BRAOnline,2020.05.26,2,FreitasAlexandre,CidVitorMachado,13-51,c4c3d3e3f5b5f4c5e2d6b4f3e6c6a6b3c2d2f2a3a4f1c1d1e7d7e8b6c7c8e1b1b7g1b2a1a2d8b8a8g2f8a7a5f7g7g8h8h7h6f6g5g4g3h1g6h5h2
BRAOnline,2020.05.26,2,FurnoRicardo,LisboaGuilherme,42-22,e6d6c7f5c6c5f4f6g4g5b4b5b6a5d3f3c4d7g3c8e3f2e7d8e2a6f8f7h5e1g6h6h7c2d2d1c3a4e8h3b3a3b8h4h2g7h8g8b7g2h1g1f1a8a7c1b1a1
BRAOnline,2020.05.26,2,CorreiaRafaelPaie,PiresMarcosPaulo,17-47,f5d6c5f4d3e3f6e6f7g5g4e7h5c4c6f3d8b5a4b6d7c7b3g6b4a5a6c3c8h3h6f8c2h4d2g3e2f2g1h7g2h2g7h1f1g8h8e8e1d1a3a2c1b2b7a7a8b8
BRAOnline,2020.05.26,2,HaddadJrAnuar,KitadaPaulo,55-9,e6f4e3d6c5d3c3f3c4c6f5f2e2d1g4d2c2b6b5a4a5g5a3h4e7a6b4a2c7b3h3h2h5h6g3c8g6f8d7h7f6f7e1f1e8d8b7a8a7g2a1b2b1c1b8g1h1g7
BRAOnline,2020.05.30,3,LisboaGuilherme,MrotskoskiKarineLuiz,46-18,e6f6f5d6c5e3f3g3c4b3b4a3a4a5e2c3b5e1e7f8d3f4f7a6h3c6g5c2b6c7g4f2f1h6g6h5h4e8h7d7d2d1c1g2c8b7d8b8a8b1a1b2a2a7g8g7h8h2
BRAOnline,2020.05.30,3,CorreiaVitorPaie,MarquesAndradeBrenda,37-27,e6f4f3d6f5g3c5f6e3c3d3b4h3c2e7d7g4f8c7c6d8c8e8f7d2d1c4b5a4a6g5h5g6h6e1f1c1b1b3b2a5a3a1f2h7h8g8g7e2h4a2h2a7b6g1g2b7a8
BRAOnline,2020.05.30,3,LabancaThiagoLohan,CorreiaRafaelPaie,27-37,f5d6c3f4f3e3d3e2c5c4e1e6c6f6d2c2b1f1g1b4b5b3a3a4a5a6a7b2d7f2g4b6c7e7f7c8g3d8a1a2b7e8f8g5g6h6h5h4h3h2g7h8h7g8h1g2c1d1
BRAOnline,2020.05.30,3,FritschLauraNagy,CunhaSantosCarlosAndré,32-32,f5f6e6d6c5f4f3e3g5h6d3e2f1d2c6f2g4g6c4c3c1c7b4b3c2a4d7e7e8f7f8h4h5g3b5h3a5a6d8a3b6a7g2c8b7g8b2a1a2e1a8b1d1h1g1h2g7h8
BRAOnline,2020.05.30,3,SouzaLucasBibiano,BalbinotMirtes,37-27,c4c5c6c3d3e3f5d6c2b2f3g3f2b4a2a1h3g2h1g6h7g1f1g5b6e2h5c7c8b7a8d2b3e6f4g4f6g7h8f7g8d7b1c1e1h2h4h6d1a6d8b8a7b5a5a4a3e7
BRAOnline,2020.05.30,3,MagalhaesOtavioLuciano,RondinaLiliana,19-45,f5f6e6f4d3d6d7c6g4f3c4d8e3h4g5c3b6h5g6c5b5a5d2d1h6h7b4a4g3h3b3a3f2a6e7e8f7e2c8b8c7g1f1e1c2c1f8g8b2g2b7a7h2h1g7h8a2a1
BRAOnline,2020.05.30,3,GermanoMauricio,PintroAnaLucia,50-14,e6f6f5f4g3g4f3d3e3h3e2f1c4d6g5h5h4b4c2f2d1c3d2e1c1g2b3a3a4c5a2b1a5b2h1b5h2g1a1g6h6a6b6a7c6c7d7e7e8h7c8d8f7b7f8g7b8a8
BRAOnline,2020.05.30,3,FritschEvans,NavarroRivasRashid,16-48,e6f4c3c4d3d6e3c2b3a4g4c5b4a3b5d2e2f3c7g5c1f5d1d7a5a6d8b6c6e7f6h3h6f7g6f2g8f1e1f8e8h4h5h7g2g3g1b8b7a8a7c8b2h8g7h2a2a1
BRAOnline,2020.05.30,3,ZandomenighiDanilo,BandeiraLorenaSilva,25-0,f5f6c4f4g4h3g5g6h5h4h2b4a4g3f7e7d8e6d7d6
BRAOnline,2020.05.30,3,KitadaPaulo,VicenteAnaJulia,58-6,f5f4g3e6f3e3d6c6c5f6d2c4d3g5f7g6e7g4c3f8h4d1c2c1h5h6e2e1h7h3h2g7f1g1d8d7h8f2b4b5a5a4g8e8a3b3a2b6c8c7a6b7b2b1a1b8a8a7
BRAOnline,2020.05.30,3,OliveiraGabrielEduardo,CorreiaJrMoises,19-45,e6f4c3c4b3d6c6b4a5c2d1a3d2d3g3f5g4c5f3e3b5g5h6h5f6h7g6h4h3h2e2f2f1c1a4a6e1g1g2h1b1b2a1a2f7f8b6c7c8d7d8e7g7g8h8b7e8a7
BRAOnline,2020.05.30,3,MoralesGamboaRafael,NeryJrJoseAntonio,27-37,c4c5d6e7f5c3c7e3d3e2b5a6b4b3a4a5a7c6b6f6e6d7a3c8a2f3f4f7g6h5h6g3h4g5c2c1g4h3h2d2f2f1e1d1g7b2a1b1g1h8g8h7f8e8d8h1b7g2
BRAOnline,2020.05.30,3,CohenMercedes,SilveiraLuiz,19-45,f5d6c5f4f3e3c4d3e6g4c3c6b7f6h4b5d7g5h5e7a5b6a6e2f2c7e8d2d1g3h3f8b8b4f7d8a4c8g8a8a7a3b3h8g7g6h6e1f1h7c1a2c2g2h1h2b2a1
BRAOnline,2020.05.30,3,TeixeiraKauanaAguiar,SilvaPauloOtavioH,49-15,f5f4f3d6c6f6e6f2c3c5c4e3g6f7d3g5h5e7f8b5a5c2c1b3g3h3b4b6a6d7e8g4a4c8c7b8f1h7e2a3a2g7d8g8h8d1e1d2a8b7a7h6h4g2h1h2g1b2
BRAOnline,2020.05.30,3,TuberoJesualdo,VieiraJrPaulinoAcacio,57-6,f5d6c4d3c3b3d7e6e7f7c5d8e3e8b4a5a4a3c6g4f6g5g6h5d2e1d1c1c2b1e2b5f4f1f2f3h3c7g3g2h4b2h1h2g1a1a2a6b6a7b7a8b8c8f8g7h8g8
BRAOnline,2020.05.30,3,PiresMarcosPaulo,CidLucasMachado,49-15,f5f6e6f4e3c5c4e7g4g3g5h4d7f3e8c8f7d6f2g6h3d8b8g8b5e2d3f1d1e1g1h5h6c6d2g2h7a5h1b4b6c7a6a4a3c3h2b3b7g7a2b2b1a1c1a7c2h8
BRAOnline,2020.05.30,3,DairokunoMitsuru,HaddadJrAnuar,24-40,f5f6e6f4e3c5c4e7g4g3c6d2e2f2e1g5g6c3h5h6d3f3h3h4h7f1d7d6f8e8h2c8f7d1c1g2h1g1b4c2c7g8b2a1a3b1b3b8b7a2b5a8a7a6b6d8g7a5
BRAOnline,2020.05.30,3,SouzaDavi,FurnoRicardo,45-19,f5f6e6d6c5c4c6g4g5g6d3b4b6c3b5b3e3c7d7f7f4a5e7g3f3c2d2e1d1c8d8f8e8c1a6e2f1a7b1b7a4a3f2b2a1a2a8g2b8g8h2h1g1h3g7h4h5h6
BRAOnline,2020.05.30,3,CidVitorMachado,PerezRafael,27-36,f5f6e6d6c5e3d3g5f3b5c6c4c3b4a5a3b6d7a6a4a2b3c2f4c7c8g4h3e7d8f8g3g6e8h6d2h4e2e1d1f1g1f2c1f7g8b2g2b7a8b8a7h8h5h1a1h2b1
BRAOnline,2020.05.30,3,MardenGabriel,SilvaEmanuelVitor,46-18,e6f6d3c5d6c3c4c6b5e3f5g6f4b4g5h4b6a4a5a6a3a2b3c2h6g3g4h3c1d2d1e2e1f3f2f1g1g2h5b2h2h1e7f7b1d8h7d7a1g7h8g8f8c7a7b7b8a8
BRAOnline,2020.05.30,3,dePaulaYuriAntonio,SalcedoSalasJairo,51-13,f5d6c3f4f6d3f3g5e6e3g6f2e2b3h4d1g4g3f1e7h3h6e1g1d2h5c2h2b4c1c4a4b5a6a3b1c5a5a7b6b7a2a1b8c6c7d8d7e8c8h1f8h7g7b2g2h8f7
BRAOnline,2020.05.30,3,JardimTamirisSalvador,AlvesAdegar,14-50,f5d6c3f4c6e3d7f6f2c5g5f3b6e2e7c4g3e6g4h3d1h6h5h4d2g6d3c2b5f1b4e1g1c1b1f7g8c7d8e8f8b3a4a5a3a2a6a7b2b8h7a1h2h1g2b7a8c8
BRAOnline,2020.05.30,3,GarciaLeandro,PaieCorreiaRenato,56-1,d3c3c4e3c2c6d6e6d2c1e1d1b1b3e2f1g1b2c5b5a1b4a4a3a2b6a5a6f2g2a7a8b7b8c8d7c7d8e8f8e7f3g3h1f4f5g5g4h4f6g6g7
BRAOnline,2020.05.30,3,deCamargoLucas,TakemotoJun,40-24,f5d6c3d3c4f4f6f3e6c6d2e7c5g5e3e2g4c1e8h5d7b3g6b6h6b4c2h7d1e1h3f7b5a6g3c8d8f8c7b1f2f1g2b8b7h2h1g1a1a8b2h4a3a2h8a4a5a7
PanOnline,2020.04.27,F1,SeeleyBen,PlattJared,54-9,d3c3c4e3f4d6c2f3d2f2g3e2e1c1f1g5c5b1g4f5c6b3d7e6b5d8d1g1b4h4c7c8e7a6a5a4b6e8h3h5g2b7a2h1h2a3a7a8b8f8f7g7g8h8h7h6g6f6
PanOnline,2020.04.27,F2,PlattJared,SeeleyBen,17-47,f5f6e6d6c5e3d3c4c3b6b5g4d7f4e7d2g6f7g5h6c2h5g3f3f2c8h4e8h7c6d8c7e1d1c1e2f1a5a6a7b7a4b4a3b3a8b8a2b2a1b1g1g7f8g2h1h2h3
PanOnline,2020.04.27,3/4,PellizzariMaximiliano,OlivaresDaniel,51-13,f5f6e6d6c5c4c6e3d3b5b6b4c3d7a3e2d2a4a5g5d8f3c7d1f4b3f2g3c1b1e1f1c2a7e7g4g6f7e8g8h5b8h4h3a6a2c8f8g7b7a8b2a1h7h6h8g2h2
PanOnline,2020.04.25,SF1,OlivaresDaniel,SeeleyBen,9-55,f5f6e6d6c5g4d7c6e7c4b6f7g6c8b5c7e3d3f8e8g5f3b3c3b4h6f4g3h4d8b8a4a6a3c2d2d1a5a2e2f1h5h7b7h3f2e1b1c1g1g7g2a7a8h2h1h8g8
PanOnline,2020.04.26,SF1,PlattJared,PellizzariMaximiliano,1-0,f5f6e6d6c5f4d7c4c3c8d3c7e7d8f3c6g5g4e3g3g6h4h3h6f8e8b8b5b4e2d1e1f1h5d2b6f7a3b3h2f2c2a4a6c1a5b7g7h7h8g2a7a8a2a1h1
PanOnline,2020.04.25,SF2,SeeleyBen,OlivaresDaniel,40-24,d3c3c4c5b3f4b5b4e6c2f5c6f3f6d6d7g6a6e3e2a4f2a5g5g3b6e7h4h5c7g4h3f7e8c8h6d8f8g8a3b7g7d1d2c1b2g1f1e1a8h8h7a7b8a1b1g2h1
PanOnline,2020.04.26,SF2,PellizzariMaximiliano,PlattJared,31-33,f5f6e6d6c5e3d3g5f3b5c6b6e7d7f7f4g4e2c8g6c7h3h4c3f2c4h5g3d1h6b4f8c2a4a3d2b3a5b2c1b1e1f1d8e8b8h7g2a6b7h2h1g1h8g8a1a8g7
PanOnline,2020.04.25,PlayOff,NakasoneDavid,OlivaresDaniel,15-49,f5d6c3d3c4f4c5b4b3e6c6b5e3g5f3c2d2d1a4a6f7e7e2g3c1e1f6c7e8d7d8g6g4h5f1f2h6c8h3h4b8g2a5h2b6a3b2a7h1g1b7a8f8g8h8g7h7a2
PanOnline,2020.04.26,Other,JohnsonGreg,NakasoneDavid,25-39,f5d6c5f4e3d3f3e2c3f2d2c4c2g3g4c6e6b3e1h5h3f1d1f7a3c1e7f8d7e8c8g6f6g5g2h1h2c7b8b7a8h4d8g1b6b5b4a5g7a4a6a7b2b1a2a1h7h6
PanOnline,2020.04.26,Other,deCamargoLucas,HaddadJrAnuar,41-23,f5f6e6f4e3c5c4d2e2e7g4g3g5h4h6h3g6f3h5h7d7d6e8c8b5f8g8d1c1c6e1a5f7f2c3d3f1c2g2h1h2g1h8b1b3g7d8a4a3c7b8b7b2a1a2b4a7a8
PanOnline,2020.04.25,Other,JohnsonGreg,deCamargoLucas,19-45,f5d6c5f4e3c6d3f6e6d7g3c4b4b3g5c3b5a5a4a3b6a6f7e2e7f2c8f3f1g4e1c7h4e8b8g6d2d1f8d8b7h3c1c2h5h6b2a1a2a8a7b1h2g1h7g8g7h8
PanOnline,2020.04.25,Other,NakasoneDavid,HaddadJrAnuar,11-53,f5f6e6f4e3c5c4e7b5d2f2d3f3c3g4d6e2g5c6c2d1b3b4h3d7g3c1f1f8e1g1d8h6h4g6f7h5h7g8c8a4b6g7e8b8a5g2h2c7h8a6a8b7a3a2a7b2a1
PanOnline,2020.04.03,1,PellizzariMaximiliano,LisboaGuilherme,52-12,f5f4e3f6d3c5d6c4e6f7c6e7d7c8g3d2b5f2g5g6f3h5d8e8g4b4c7a6f1h4e2h3b6e1c3a5c2c1d1g1b3a3h7h6h2g2h1b7a7b1b2a1a2a4g8f8b8a8
PanOnline,2020.04.02,1,BilinkisMariano,LisnovskyMarcelo,32-32,f5d6c3d3c4f4c5b4b5c6b3e6f6e3f7e7d2g4c7g5g6d7e2h6d8f8h5h4e8c8g8h8f3b6a7g3h3g7b7a3a4e1d1c2f2c1a2a5a6a8b1f1b8a1b2h2g1h1
PanOnline,2020.04.02,1,OlivaresDaniel,DejoJohn,45-19,f5f6e6f4e3c5c4d3f3b4c3d6a5a3b5b3c6c2d2f2d7e1d1e7f1d8b6e2c1b2g1c7c8a4a6b8a1b1a2h1g2h3g4h4f8f7g8g3g5h6g6h7h2e8a8a7b7g7
PanOnline,2020.04.02,1,FritschEvans,SalcedoSalasJairo,24-40,e6f4d3c4c3d6f5f6g5e3g4c5e2d2b4b5f7f3c1f2g3e1a6g6f1g1c7c6e7b6d7a4a3a5h6c2b3h4h2h5h3c8b7a8b8a7b2d8f8e8g7h7h8g8g2h1b1a1
PanOnline,2020.04.02,1,GarciaLeandro,IturbidePaula,48-16,d3c5f6e3c4f5d6e7f4d2e6c3d7f7e8g6g5c6c7f8d8b8g8g3h6g4h3h5h4g7g2g1f3h2h1f2h8h7c8a8f1e1e2d1c2b7a7a6b6a5c1b5b3a4b4a3b1a1
PanOnline,2020.04.02,1,RondinaLiliana,SeeleyBen,4-60,c4c3d3c5e6e3c6d6c2d2f3b3c1b4a3e2a4d1e1b5a5a6a7b6e7f4f5d7e8c7b8f8g8f7f6d8c8f2f1b2a1a2a8h8b7g7g6h7h5h6g5g4h4g3h3b1h2g2
PanOnline,2020.04.02,1,FurnoRicardo,NakasoneDavid,39-24,e6f4d3c4e3d6g4f3e2d2c1f2f1g3h4f6f5g6c3d1e1b3b5c5a3a5b4c2a6a4b1b6f7g5h5e7h6f8d8d7c8c7b8h3h2c6b2g2b7a8a7e8g7g8h7a2a1h1
PanOnline,2020.04.02,1,CidVitorMachado,GowderConor,50-14,f5d6c4f3c5d3c3e6e3d2f4e2c2b4b3b5d1e1c1g5f1f2g4h3g3h2h5a3f6e7h6g6h7g2f7f8e8b2b1d8a1a2a4g8a6a5h1g1h4g7h8a7a8c8d7c6b6c7
PanOnline,2020.04.02,1,LedezmaJosh,CorreiaJrMoises,51-13,f5d6c4d3c3f4c5f6e3b4f3e6g4g3g5h5b5h4c6f2e2d1f1c2c1e1d2b3a3b6a6a5a4g1h1g2h2h3h6g6h7g7a7b7a8c7d8b8a2b2b1a1g8h8c8f8f7d7
PanOnline,2020.04.02,1,MontielSebastián,MardenGabriel,49-15,e6f4e3f6d3c5c6c4f5e2f3f7e7d6d7f8c7c8g6h5e1g4g5h4d2g3b6c2b4f1c3f2h3b3d1a4b5c1a5a3b7h2e8d8g7g8h8a8b8a7a6g2h7b2b1h1g1h6
PanOnline,2020.04.03,1,TakemotoJun,AlvesAdegar,29-35,e6f4c3d6f5d3c5e7e3c6f6c4g3d2d7c7e8f3e2f2c2b3f1g4e1f8d8c8g6g5h5h6a3b4d1h4a5c1b1a4b5h3b6b2f7g2b7g8g1a8b8a7h8a6h7g7a1a2
PanOnline,2020.04.03,1,NakasoneNaomi,NeryJrJoseAntonio,36-28,f5f4e3d6c4d3c3f3f6e6g4h5c5c6h3b5g3g5h6h4g6e7c7d7f7d8a5a4f8a6c8e8b6b4a3a2b3d2c1e1c2e2d1b1f2f1g2b2g8h8h7g7b8b7h2a1a8a7
PanOnline,2020.04.03,1,PlattJared,TuberoJesualdo,57-7,f5f6e6f4e3d3f3d2g5g6g4h4g3h3e2f1f2e1c4c3c5e7d6b3c6b4b5a6c1b6c2d1g1g2h6h5h2a3a4h1a2b1b2a5a1e8d8c8d7f8f7g8g7h7h8a7b7b8
PanOnline,2020.04.03,1,KitadaPaulo,MoralesGamboaRafael,27-37,f5f6f7e3f3f4c3c4c5f2g3g4e1f1h3d1e2d3g5h5d2e6h4h2g6c1d7h6g2d6c6b5a5b6b4h1g1c2e7c7c8a6a7a3b3b2g7h8h7a4a1a8b1a2g8f8e8d8
PanOnline,2020.04.03,1,HaddadJrAnuar,RubyKevin,45-19,e6f4e3d6c5f3c4c6f5g6d7d3g5g4c2c7e7b5f6b3e2c3d2f8e8c1d1f1g3h3h4e1h6d8f2g1b6a5a6a7b2b4a3h5a4h7a8h2b8f7b7c8g8a1b1a2h1g7
PanOnline,2020.04.03,1,ReyesAlejandro,ChikeyevEugene,27-37,f5f6e6f4g5e7e3g6f3c5d6c6c3d3c4e2d7c8b5c7d8b6b4a5a4f8b8a6d2a3b3e1c2c1f1g7e8a8g4f7h6h7h8g8d1g1b2a1b1a2h1f2g3h3h5g2b7a7
PanOnline,2020.04.03,1,DeArcasJocelyn,deCamargoLucas,17-46,d3c3f5e3c4c5e2f3c2d6b3f4g4d2e1d1c1b4g5f1g1f2c7e6f6a3a5a4a2c6b5d7d8h4b6g3h5h6h3h2g6h7g7a7a6a1g2b1b2h1b7g8h8f8e8f7e7c8
PanOnline,2020.04.03,1,GillilandRichard,CidLucasMachado,24-40,d3c3c4c5d6f4f5d7f3d2c6c7b4e3e2f2b3b5c1d1e1a4f1e6c2f6e7f7a6b6f8g6e8d8c8g5g4g3h2a2a3b2a5a7h3h4a1b7h5h7a8b8g7h6h8g8b1g2
PanOnline,2020.04.03,1,FritschLauraNagy,DantasDaniel,11-53,f5d6c5f4d3e3f6e6f3c4e7f7c6e8b4g6h6g5h5h4h3b3c3g4g3d7g8b6a3b5a5a4c7d8a6e2f1c8f2b8g7d2c1c2b2g2g1h1h2e1f8h8d1h7b7a8a7b1
PanOnline,2020.04.04,1,ThiererSebastián,KavanaghFox,47-17,f5d6c3d3c4f4f6f3e3b4g5e6f2h5g6h6f7e8a5e7b5g4c5a3b6b3c6f1a4a6c7d7d8c8g3h4f8c2h3h2b8g7g8e2e1d2g1g2d1c1b1b2h8h7h1b7a7a1
PanOnline,2020.04.04,1,DairokunoMitsuru,GibbonsGustavo,36-28,f5d6c3f3f4f6c5c6e3c4b5a6d3e6b4a3g3b3g4c2b6h4d2c1d1e1f2e2a4a5f1c7c8d8e8d7e7f8g8f7b8g1a2a1b1b2h1h3h2g2h5g5h6g6h7g7b7a8
PanOnline,2020.04.05,1,JohnsonGreg,IssaRodrigo,52-12,f5d6c5f6e6b4c4e3d3d2c3b5d7c2e2f3b3a3c6f2a5a6a4c7b6f7e7f8c8d8e8b8g5h5h4h3g4g6h6h7f4g3c1d1e1f1g1g2h1b2a1b1h2g7a2a7h8b7
PanOnline,2020.04.05,1,PiresMarcosPaulo,GallardoChristopher,47-17,f5f6e6f4e3d6c4d3c5c3e2c2g4f3d2b6g5h5g3f2h4b5h6h3h2g6h7g7f1g1h1g2e1d1c1b1b2a1b4b3a2a3a4h8e7f7c6a5g8f8d8e8d7c8a6c7a7b7
PanOnline,2020.04.02,1,FreitasAlexandre,SilveiraLuiz,13-51,c4e3f4c5c6d6f5e6f3b5d3c3a5f6b4e2f2d2b3c2f1e1b1b6d7c7e7a6d8a4a3a2b7a7f7d1c1a8b8c8b2e8f8g8g7h8h7h6g6h5g5g4a1g1g2h4g3h2
PanOnline,2020.04.05,1,CollPablo,MachadoFernando,29-35,d3c3c4e3f4g3f5b5b4b3g4c5a4a3a2d6e6h4d7f6g5h6f7g6h3e8h5e7h7c7c8d8f8b6c6a6c2d2d1e2h2c1b1g7e1b2a5f3f2a1h8f1g8b7a8b8a7g2
PanOnline,2020.04.07,2,NakasoneDavid,BilinkisMariano,48-16,f5d6c3d3c4f4c5b3c2b4a3c6e3f3e6e2a4d2b5b6e7d7c8d8e8a6c7c1g4g6f6h4h6g5h5h7f1e1f2a5a7g3h2f8g8f7g2b2g1h1h3b7h8b8d1a2a8b1
PanOnline,2020.04.07,2,LisnovskyMarcelo,TakemotoJun,43-21,f5d6c5f4e3c6d3f6e6d7g4c4g5c3b4a3b5a4b3d2a6f2c7e7e2b6d1h5e8f8c8f7c2h3h4g3d8g6g8f3f1c1h6e1b1g2b2b8a8g7h8h7a7a1h2b7a5g1
PanOnline,2020.04.05,2,CidLucasMachado,NakasoneNaomi,50-14,e6f4e3d6c5f3f5d3c6f6c4b4g6b5a4a5a6e7g5f7d7d8c7b6c3a3a2h4h5h6d2d1g4b3c8g3e8f8g8g7f2e2f1e1c1c2b8b7a7b1b2g1g2a1a8h3h2h1
PanOnline,2020.04.05,2,CidVitorMachado,SalcedoSalasJairo,43-21,f5d6c4d3c3f4c5f6e3d2e6b3f2f3c6b4e2b5c1e1b6f1a5f7c2c7d1b1a4a3d8a6e7f8d7b8g3g4g2h4b7e8c8a8a7b2g7g6h6h5h7g5h2h1h3h8g1a1
PanOnline,2020.04.05,2,SeeleyBen,FurnoRicardo,60-0,d3c5f6e3c3f5c6f7b6b5c4d2f2b4d6f3a3a5e6f4e2d1e1e7d7c8c1c7c2g1b3a2a1b1b2f1h1a4g2g3h2h4h3g4a6g5b7a7a8b8g6h5h7h6
PanOnline,2020.04.05,2,PellizzariMaximiliano,GarciaLeandro,32-32,f5d6c3d3c4f4c5b4e3e6b6c6f3c2b3d2a4b5a5f6e2a6d1g5a7g4c7f2d7c1b1b2e1a3g6a8f1b7a1d8h6e8h3f7e7f8a2g3h4h5b8c8g7h7h8g8g2h1
